person_id,reporting_year,qualification_group
P000991,2024,LOW_NONE
P000992,2024,SCHOOL_VOC
P000996,2024,HIGHER_ED
P000999,2024,SCHOOL_VOC
P001000,2024,SCHOOL_VOC
P001001,2024,SCHOOL_VOC
P001005,2024,LOW_NONE
P001006,2024,HIGHER_ED
P001010,2024,HIGHER_ED
P001011,2024,SCHOOL_VOC
P001017,2024,HIGHER_ED
P001033,2024,HIGHER_ED
P001041,2024,SCHOOL_VOC
P001043,2024,HIGHER_ED
P001044,2024,SCHOOL_VOC
P001045,2024,SCHOOL_VOC
P001049,2024,SCHOOL_VOC
P001054,2024,SCHOOL_VOC
P001056,2024,HIGHER_ED
P001062,2024,SCHOOL_VOC
P001063,2024,SCHOOL_VOC
P001065,2024,SCHOOL_VOC
P001066,2024,SCHOOL_VOC
P001067,2024,SCHOOL_VOC
P001068,2024,SCHOOL_VOC
P001070,2024,SCHOOL_VOC
P001071,2024,HIGHER_ED
P001080,2024,HIGHER_ED
P001083,2024,HIGHER_ED
P001084,2024,LOW_NONE
P001100,2024,HIGHER_ED
P001102,2024,SCHOOL_VOC
P001104,2024,SCHOOL_VOC
P001106,2024,LOW_NONE
P001110,2024,SCHOOL_VOC
P001114,2024,SCHOOL_VOC
P001115,2024,HIGHER_ED
P001116,2024,HIGHER_ED
P001117,2024,HIGHER_ED
P001120,2024,SCHOOL_VOC
P001124,2024,SCHOOL_VOC
P001131,2024,SCHOOL_VOC
P001136,2024,SCHOOL_VOC
P001138,2024,HIGHER_ED
P001145,2024,HIGHER_ED
P001146,2024,HIGHER_ED
P001147,2024,HIGHER_ED
P001149,2024,SCHOOL_VOC
P001150,2024,HIGHER_ED
P001151,2024,HIGHER_ED
P001154,2024,SCHOOL_VOC
P001158,2024,HIGHER_ED
P001160,2024,SCHOOL_VOC
P001161,2024,SCHOOL_VOC
P001162,2024,SCHOOL_VOC
P001165,2024,SCHOOL_VOC
P001167,2024,HIGHER_ED
P001168,2024,HIGHER_ED
P001169,2024,SCHOOL_VOC
P001170,2024,SCHOOL_VOC
P001171,2024,HIGHER_ED
P001175,2024,HIGHER_ED
P001179,2024,SCHOOL_VOC
P001180,2024,SCHOOL_VOC
P001181,2024,HIGHER_ED
P001186,2024,HIGHER_ED
P001187,2024,SCHOOL_VOC
P001190,2024,SCHOOL_VOC
P001191,2024,SCHOOL_VOC
P001192,2024,SCHOOL_VOC
P001194,2024,SCHOOL_VOC
P001196,2024,HIGHER_ED
P001200,2024,SCHOOL_VOC
P001202,2024,SCHOOL_VOC
P001204,2024,SCHOOL_VOC
P001206,2024,SCHOOL_VOC
P001210,2024,SCHOOL_VOC
P001211,2024,HIGHER_ED
P001212,2024,SCHOOL_VOC
P001214,2024,SCHOOL_VOC
P001217,2024,HIGHER_ED
P001218,2024,HIGHER_ED
P001222,2024,SCHOOL_VOC
P001223,2024,SCHOOL_VOC
P001224,2024,SCHOOL_VOC
P001228,2024,SCHOOL_VOC
P001229,2024,SCHOOL_VOC
P001233,2024,HIGHER_ED
P001235,2024,HIGHER_ED
P001236,2024,SCHOOL_VOC
P001238,2024,SCHOOL_VOC
P001240,2024,SCHOOL_VOC
P001241,2024,LOW_NONE
P001242,2024,
P001245,2024,SCHOOL_VOC
P001250,2024,HIGHER_ED
P001256,2024,HIGHER_ED
P001257,2024,HIGHER_ED
P001260,2024,HIGHER_ED
P001263,2024,SCHOOL_VOC
P001267,2024,SCHOOL_VOC
P001269,2024,HIGHER_ED
P001270,2024,HIGHER_ED
P001271,2024,SCHOOL_VOC
P001272,2024,SCHOOL_VOC
P001274,2024,HIGHER_ED
P001278,2024,SCHOOL_VOC
P001279,2024,SCHOOL_VOC
P001282,2024,HIGHER_ED
P001285,2024,HIGHER_ED
P001289,2024,HIGHER_ED
P001291,2024,SCHOOL_VOC
P001292,2024,SCHOOL_VOC
P001293,2024,HIGHER_ED
P001295,2024,HIGHER_ED
P001297,2024,HIGHER_ED
P001299,2024,HIGHER_ED
P001301,2024,SCHOOL_VOC
P001302,2024,SCHOOL_VOC
P001303,2024,HIGHER_ED
P001306,2024,SCHOOL_VOC
P001307,2024,HIGHER_ED
P001311,2024,SCHOOL_VOC
P001317,2024,SCHOOL_VOC
P001318,2024,SCHOOL_VOC
P001319,2024,HIGHER_ED
P001320,2024,SCHOOL_VOC
P001321,2024,HIGHER_ED
P001325,2024,SCHOOL_VOC
P001326,2024,SCHOOL_VOC
P001329,2024,SCHOOL_VOC
P001330,2024,SCHOOL_VOC
P001331,2024,SCHOOL_VOC
P001335,2024,SCHOOL_VOC
P001337,2024,HIGHER_ED
P001338,2024,HIGHER_ED
P001343,2024,SCHOOL_VOC
P001348,2024,HIGHER_ED
P001349,2024,SCHOOL_VOC
P001350,2024,HIGHER_ED
P001351,2024,SCHOOL_VOC
P001357,2024,SCHOOL_VOC
P001361,2024,LOW_NONE
P001362,2024,SCHOOL_VOC
P001363,2024,HIGHER_ED
P001366,2024,SCHOOL_VOC
P001374,2024,SCHOOL_VOC
P001375,2024,LOW_NONE
P001382,2024,SCHOOL_VOC
P001384,2024,SCHOOL_VOC
P001385,2024,SCHOOL_VOC
P001388,2024,HIGHER_ED
P001390,2024,SCHOOL_VOC
P001396,2024,HIGHER_ED
P001399,2024,HIGHER_ED
P001404,2024,LOW_NONE
P001405,2024,LOW_NONE
P001410,2024,HIGHER_ED
P001411,2024,HIGHER_ED
P001414,2024,HIGHER_ED
P001415,2024,SCHOOL_VOC
P001421,2024,SCHOOL_VOC
P001428,2024,SCHOOL_VOC
P001430,2024,SCHOOL_VOC
P001435,2024,SCHOOL_VOC
P001436,2024,HIGHER_ED
P001437,2024,SCHOOL_VOC
P001438,2024,LOW_NONE
P001439,2024,SCHOOL_VOC
P001440,2024,HIGHER_ED
P001441,2024,SCHOOL_VOC
P001444,2024,SCHOOL_VOC
P001447,2024,SCHOOL_VOC
P001450,2024,HIGHER_ED
P001454,2024,SCHOOL_VOC
P001459,2024,SCHOOL_VOC
P001462,2024,SCHOOL_VOC
P001465,2024,SCHOOL_VOC
P001468,2024,SCHOOL_VOC
P001472,2024,SCHOOL_VOC
P001479,2024,LOW_NONE
P001480,2024,SCHOOL_VOC
P001481,2024,HIGHER_ED
P001482,2024,SCHOOL_VOC
P001486,2024,LOW_NONE
P001487,2024,SCHOOL_VOC
P001494,2024,SCHOOL_VOC
P001496,2024,SCHOOL_VOC
P001498,2024,LOW_NONE
P001501,2024,HIGHER_ED
P001503,2024,SCHOOL_VOC
P001504,2024,SCHOOL_VOC
P001507,2024,HIGHER_ED
P001508,2024,SCHOOL_VOC
P001513,2024,SCHOOL_VOC
P001514,2024,HIGHER_ED
P001519,2024,SCHOOL_VOC
P001521,2024,HIGHER_ED
P001522,2024,SCHOOL_VOC
P001526,2024,SCHOOL_VOC
P001528,2024,
P001530,2024,HIGHER_ED
P001534,2024,SCHOOL_VOC
P001537,2024,HIGHER_ED
P001539,2024,SCHOOL_VOC
P001540,2024,SCHOOL_VOC
P001544,2024,SCHOOL_VOC
P001546,2024,SCHOOL_VOC
P001548,2024,SCHOOL_VOC
P001549,2024,SCHOOL_VOC
P001550,2024,SCHOOL_VOC
P001554,2024,SCHOOL_VOC
P001556,2024,HIGHER_ED
P001560,2024,SCHOOL_VOC
P001561,2024,SCHOOL_VOC
P001573,2024,LOW_NONE
P001577,2024,HIGHER_ED
P001578,2024,
P001580,2024,HIGHER_ED
P001582,2024,SCHOOL_VOC
P001583,2024,SCHOOL_VOC
P001587,2024,SCHOOL_VOC
P001589,2024,HIGHER_ED
P001596,2024,SCHOOL_VOC
P001597,2024,SCHOOL_VOC
P001600,2024,HIGHER_ED
P001603,2024,SCHOOL_VOC
P001604,2024,SCHOOL_VOC
P001605,2024,SCHOOL_VOC
P001606,2024,HIGHER_ED
P001608,2024,SCHOOL_VOC
P001610,2024,SCHOOL_VOC
P001611,2024,SCHOOL_VOC
P001616,2024,HIGHER_ED
P001617,2024,SCHOOL_VOC
P001619,2024,HIGHER_ED
P001620,2024,HIGHER_ED
P001621,2024,HIGHER_ED
,2024,SCHOOL_VOC
P001625,2024,UNMAPPED_GROUP
P001627,2024,SCHOOL_VOC
P001628,2024,HIGHER_ED
P001630,2024,HIGHER_ED
P001633,2024,SCHOOL_VOC
P001638,2024,LOW_NONE
P001641,2024,SCHOOL_VOC
P001645,2024,SCHOOL_VOC
P001647,2024,HIGHER_ED
P001648,2024,
P001650,2024,SCHOOL_VOC
P001651,2024,SCHOOL_VOC
P001653,2024,HIGHER_ED
P001656,2024,LOW_NONE
P001657,2024,SCHOOL_VOC
P001659,2024,HIGHER_ED
P001661,2024,SCHOOL_VOC
P001662,2024,HIGHER_ED
P001663,2024,HIGHER_ED
P001667,2024,SCHOOL_VOC
P001668,2024,HIGHER_ED
P001669,2024,HIGHER_ED
P001670,2024,HIGHER_ED
P001672,2024,HIGHER_ED
P001677,2024,HIGHER_ED
P001681,2024,SCHOOL_VOC
P001683,2024,HIGHER_ED
P001684,2024,SCHOOL_VOC
P001687,2024,SCHOOL_VOC
P001688,2024,HIGHER_ED
P001690,2024,SCHOOL_VOC
P001691,2024,SCHOOL_VOC
P001695,2024,SCHOOL_VOC
P001696,2024,SCHOOL_VOC
P001701,2024,HIGHER_ED
P001702,2024,SCHOOL_VOC
P001704,2024,SCHOOL_VOC
P001713,2024,SCHOOL_VOC
P001714,2024,HIGHER_ED
P001717,2024,LOW_NONE
P001718,2024,HIGHER_ED
P001722,2024,HIGHER_ED
P001724,2024,HIGHER_ED
P001730,2024,HIGHER_ED
P001731,2024,SCHOOL_VOC
P001739,2024,SCHOOL_VOC
P001742,2024,SCHOOL_VOC
P001744,2024,SCHOOL_VOC
P001748,2024,SCHOOL_VOC
P001751,2024,HIGHER_ED
P001755,2024,SCHOOL_VOC
P001757,2024,SCHOOL_VOC
P001758,2024,HIGHER_ED
P001761,2024,LOW_NONE
P001762,2024,HIGHER_ED
P001763,2024,SCHOOL_VOC
P001768,2024,SCHOOL_VOC
P001774,2024,SCHOOL_VOC
P001775,2024,SCHOOL_VOC
P001777,2024,SCHOOL_VOC
P001779,2024,SCHOOL_VOC
P001782,2024,SCHOOL_VOC
P001783,2024,SCHOOL_VOC
P001787,2024,SCHOOL_VOC
P001791,2024,SCHOOL_VOC
P001792,2024,LOW_NONE
P001793,2024,
P001796,2024,SCHOOL_VOC
P001797,2024,SCHOOL_VOC
P001800,2024,SCHOOL_VOC
P001802,2024,HIGHER_ED
P001807,2024,SCHOOL_VOC
P001810,2024,SCHOOL_VOC
P001816,2024,SCHOOL_VOC
P001817,2024,SCHOOL_VOC
P001818,2024,SCHOOL_VOC
P001823,2024,SCHOOL_VOC
P001826,2024,HIGHER_ED
P001827,2024,LOW_NONE
P001828,2024,SCHOOL_VOC
P001831,2024,SCHOOL_VOC
P001833,2024,HIGHER_ED
P001836,2024,HIGHER_ED
P001839,2024,SCHOOL_VOC
P001840,2024,SCHOOL_VOC
P001842,2024,SCHOOL_VOC
P001846,2024,HIGHER_ED
P001852,2024,SCHOOL_VOC
P001856,2024,LOW_NONE
P001857,2024,HIGHER_ED
P001859,2024,HIGHER_ED
P001861,2024,SCHOOL_VOC
P001863,2024,LOW_NONE
P001864,2024,SCHOOL_VOC
P001865,2024,SCHOOL_VOC
P001866,2024,LOW_NONE
P001870,2024,SCHOOL_VOC
P001871,2024,SCHOOL_VOC
P001873,2024,SCHOOL_VOC
P001876,2024,HIGHER_ED
P001877,2024,SCHOOL_VOC
P001880,2024,SCHOOL_VOC
P001884,2024,SCHOOL_VOC
P001888,2024,SCHOOL_VOC
P001893,2024,SCHOOL_VOC
P001895,2024,HIGHER_ED
P001897,2024,SCHOOL_VOC
P001902,2024,SCHOOL_VOC
P001903,2024,SCHOOL_VOC
P001906,2024,HIGHER_ED
P001907,2024,HIGHER_ED
P001908,2024,SCHOOL_VOC
P001909,2024,SCHOOL_VOC
P001910,2024,
P001917,2024,SCHOOL_VOC
P001923,2024,SCHOOL_VOC
P001924,2024,SCHOOL_VOC
P001928,2024,SCHOOL_VOC
P001933,2024,SCHOOL_VOC
P001937,2024,HIGHER_ED
P001940,2024,LOW_NONE
P001943,2024,SCHOOL_VOC
P001951,2024,SCHOOL_VOC
P001952,2024,SCHOOL_VOC
P001953,2024,SCHOOL_VOC
P001957,2024,SCHOOL_VOC
P001962,2024,LOW_NONE
P001968,2024,SCHOOL_VOC
P001980,2024,HIGHER_ED
P001981,2024,SCHOOL_VOC
P001988,2024,SCHOOL_VOC
P001991,2024,SCHOOL_VOC
P001994,2024,SCHOOL_VOC
P001996,2024,SCHOOL_VOC
P001998,2024,SCHOOL_VOC
P001999,2024,HIGHER_ED
P002000,2024,SCHOOL_VOC
P002006,2024,SCHOOL_VOC
P002009,2024,HIGHER_ED
P002014,2024,SCHOOL_VOC
P002025,2024,HIGHER_ED
P002030,2024,SCHOOL_VOC
P002037,2024,SCHOOL_VOC
P002041,2024,SCHOOL_VOC
P002046,2024,SCHOOL_VOC
P002047,2024,SCHOOL_VOC
P002049,2024,SCHOOL_VOC
P002052,2024,SCHOOL_VOC
P002063,2024,SCHOOL_VOC
P002068,2024,SCHOOL_VOC
P002071,2024,SCHOOL_VOC
P002072,2024,SCHOOL_VOC
P002073,2024,SCHOOL_VOC
P002076,2024,SCHOOL_VOC
P002077,2024,SCHOOL_VOC
P002078,2024,SCHOOL_VOC
P002087,2024,SCHOOL_VOC
P002088,2024,SCHOOL_VOC
P002092,2024,SCHOOL_VOC
P002093,2024,SCHOOL_VOC
P002094,2024,HIGHER_ED
P002097,2024,SCHOOL_VOC
P002099,2024,SCHOOL_VOC
P002104,2024,LOW_NONE
P002105,2024,SCHOOL_VOC
P002108,2024,LOW_NONE
P002109,2024,SCHOOL_VOC
P002112,2024,LOW_NONE
P002116,2024,HIGHER_ED
P002121,2024,SCHOOL_VOC
P002123,2024,HIGHER_ED
P002124,2024,HIGHER_ED
P002125,2024,SCHOOL_VOC
P002128,2024,HIGHER_ED
P002129,2024,SCHOOL_VOC
P002130,2024,HIGHER_ED
P002133,2024,SCHOOL_VOC
P002141,2024,SCHOOL_VOC
P002142,2024,SCHOOL_VOC
P002153,2024,SCHOOL_VOC
P002155,2024,SCHOOL_VOC
P002156,2024,SCHOOL_VOC
P002157,2024,SCHOOL_VOC
P002158,2024,HIGHER_ED
P002159,2024,SCHOOL_VOC
P002160,2024,SCHOOL_VOC
P002161,2024,HIGHER_ED
P002162,2024,HIGHER_ED
P002166,2024,SCHOOL_VOC
P002172,2024,SCHOOL_VOC
P002173,2024,SCHOOL_VOC
P002174,2024,SCHOOL_VOC
P002179,2024,SCHOOL_VOC
P002181,2024,SCHOOL_VOC
P002182,2024,SCHOOL_VOC
P002185,2024,SCHOOL_VOC
P002186,2024,SCHOOL_VOC
P002188,2024,LOW_NONE
P002189,2024,HIGHER_ED
P002192,2024,SCHOOL_VOC
P002193,2024,SCHOOL_VOC
P002194,2024,SCHOOL_VOC
P002197,2024,SCHOOL_VOC
P002198,2024,
P002199,2024,SCHOOL_VOC
P002203,2024,HIGHER_ED
P002205,2024,SCHOOL_VOC
P002206,2024,SCHOOL_VOC
P002209,2024,SCHOOL_VOC
P002210,2024,HIGHER_ED
P002211,2024,HIGHER_ED
