person_id,survey_year,education_code
P024484,2024,E5
P043610,2024,E3
P005061,2024,E3
P026582,2024,E3
P045450,2024,E3
P017140,2024,E2
P004325,2024,E4
P042247,2024,E3
P009086,2024,E4
P037345,2024,E3
P037562,2024,E3
P025186,2024,E2
P025309,2024,E1
P014636,2024,E2
P006673,2024,E3
P033784,2024,E2
P009452,2024,E2
P010264,2024,E3
P045757,2024,E3
P046363,2024,E4
P017355,2024,E3
P038162,2024,E5
P035575,2024,E3
P016855,2024,E1
P012405,2024,E3
P007947,2024,E3
P041143,2024,E3
P034146,2024,E3
P044300,2024,E3
P041124,2024,E3
P022551,2024,E4
P016838,2024,E3
P009655,2024,E4
P015805,2024,E2
P043245,2024,E5
P032136,2024,E2
P011487,2024,E2
P018305,2024,E3
P001924,2024,E3
P037987,2024,E4
P033656,2024,E2
P043392,2024,E2
P032873,2024,E4
P009714,2024,E6
P028464,2024,E3
P026851,2024,E3
P010997,2024,E1
P034633,2024,E2
P044171,2024,E1
P016911,2024,E3
P005610,2024,E2
P035694,2024,E3
P000252,2024,E2
P042236,2024,E4
P020900,2024,E3
P017544,2024,E5
P030971,2024,E2
P030355,2024,E2
P015637,2024,E3
P028400,2024,E3
P043223,2024,E1
P037763,2024,E3
P029920,2024,E3
P002361,2024,E3
P038549,2024,E3
P016141,2024,E3
P003474,2024,E3
P011828,2024,E4
P012933,2024,E2
P013151,2024,E4
P040412,2024,E2
P012861,2024,E4
P003715,2024,E3
P009896,2024,E4
P010505,2024,E3
P018109,2024,E2
P042430,2024,E3
P026958,2024,E4
P002291,2024,E4
P005247,2024,E3
P048202,2024,E3
P043294,2024,E3
P002964,2024,E2
P000106,2023,E3
P014440,2024,E5
P034660,2024,E3
P022311,2024,E4
P018203,2024,E3
P020060,2024,E4
P007701,2024,E2
P015008,2024,E3
P023176,2024,E2
P044761,2024,E2
P031552,2024,E3
P014890,2024,E5
P004987,2024,E3
P005434,2024,E3
P023131,2024,E6
P001980,2024,E5
P018025,2024,E1
P042245,2024,E3
P046705,2024,E3
P012384,2024,E3
P000448,2024,E6
P046085,2024,E3
P016044,2024,E4
P000434,2024,
P010160,2024,E3
P005839,2024,E4
P030644,2024,E4
P018150,2024,E3
P038102,2024,E2
P037310,2024,E3
P041595,2024,E3
P034659,2024,E3
P006741,2024,E3
P035315,2024,E5
P044974,2024,E1
P009381,2024,E1
P032094,2024,E4
P036705,2024,E2
P013584,2024,E2
P021588,2024,E2
P001593,2024,E5
P009316,2024,E4
P029220,2024,E3
P020950,2024,E4
P029919,2024,E5
P028150,2024,E2
P036377,2024,E4
P019928,2024,E1
P032868,2024,E3
P001421,2024,E3
P029137,2024,E4
P001469,2024,E3
P003735,2024,E3
P008553,2024,E4
P010343,2024,E5
P009585,2024,E1
P020197,2024,E4
P048527,2024,E4
P033259,2024,E3
P033125,2024,E5
P003235,2024,E3
P030324,2024,E3
P037076,2024,E2
P019365,2024,E4
P033609,2024,E5
P017729,2024,E5
P018313,2024,E3
P035192,2024,E6
P041120,2024,E2
P024777,2024,E5
P037908,2024,E3
P004297,2024,E2
P031062,2024,E5
P042989,2024,E1
P002091,2024,E3
P029519,2024,E4
P022581,2024,E4
P043125,2024,E3
P021692,2024,
P003437,2024,E2
,2024,E4
P036402,2024,E4
P031403,2024,E3
P041886,2024,E3
P006373,2024,E4
P028005,2024,E2
P046193,2024,E5
P039173,2024,E6
P000962,2024,E5
P026389,2024,E5
P002890,2024,E3
P030950,2024,E2
P046574,2024,E3
P038243,2024,E4
P012466,2024,E2
P023364,2024,E3
P016254,2024,E3
P032082,2024,E3
P013684,2024,E2
P019971,2024,E1
P047621,2024,E2
P033187,2024,E2
P028295,2024,E3
P037537,2024,E3
P024319,2024,E6
P033118,2024,E2
P022791,2024,E3
P010042,2024,E3
P024920,2024,E1
P049006,2024,E1
P044130,2024,E2
P024520,2024,E1
P035822,2024,E5
P040757,2024,E3
P019910,2024,E3
P045024,2024,E1
P036411,2024,E4
P013206,2024,E3
P033574,2024,E3
P004316,2024,E4
P010030,2024,E1
P048493,2024,E3
P024585,2024,E3
P029000,2024,E6
P011427,2024,E4
P016487,2024,E3
P040103,2024,E3
P007782,2024,E4
P032375,2024,E4
P023960,2024,E4
P034882,2024,E3
P008450,2024,E3
P016779,2024,E2
P039958,2024,E2
P008267,2024,E3
P049369,2024,E2
P021147,2024,E2
P040525,2024,E4
P028781,2024,E5
P005127,2024,E5
P030816,2024,E3
P040046,2024,E3
P046866,2024,E3
P020055,2024,E1
P015976,2024,E1
P041532,2024,E3
P049966,2024,E1
P038101,2024,E5
P021159,2024,E2
P018343,2024,E6
P018394,2024,E3
P048975,2024,E4
P004680,2024,E5
P037675,2024,E3
P026415,2024,E3
P026041,2024,E2
P025188,2024,E2
P001418,2024,E3
P004007,2024,E3
P031278,2024,E2
P026876,2024,E3
P039346,2024,E3
P039549,2024,E1
P041642,2024,E4
P010104,2024,E3
P017488,2024,E2
P034863,2024,E5
P046652,2024,E2
P022910,2024,E1
P043523,2024,E1
P009131,2024,E3
P004948,2024,E3
P001232,2024,E4
P012551,2024,E2
P048116,2024,E4
P027325,2024,E3
P034055,2024,E3
P028873,2024,E4
P036289,2024,E2
P048476,2024,E2
P012703,2024,E3
P039730,2024,E5
P046360,2024,E1
P027008,2024,E3
P005273,2024,E2
P043500,2024,E4
P034771,2024,E3
P041389,2024,E1
P032054,2024,E1
P018131,2024,E4
P018210,2024,E4
P047860,2024,E5
P022368,2024,E3
P029790,2024,E2
P033390,2024,E3
P034563,2024,E5
P022453,2024,E4
P000783,2024,E3
P037440,2024,E4
P008917,2024,E4
P010567,2024,E4
P045697,2024,E1
P022233,2024,E2
P016643,2024,E2
P018105,2024,E3
P013843,2024,E3
P046697,2024,E3
P017641,2024,E4
P031070,2024,E4
P039503,2024,E2
P040481,2024,E4
P047338,2024,E4
P044831,2024,E3
P022251,2024,E3
P021311,2024,E2
P001550,2024,E3
P005606,2024,E5
P002210,2024,E4
P039099,2024,E2
P035178,2024,E1
P027762,2024,E5
P030289,2024,E4
P008576,2024,E1
P000038,2024,E4
P003985,2024,E4
P007434,2024,E4
P012486,2024,E2
P007029,2024,E4
P049319,2024,E2
P029532,2024,E3
P009694,2024,E3
P028947,2024,E4
P042134,2024,E2
P038732,2024,E2
P010035,2024,E6
P014759,2024,E2
P007179,2024,E3
P034422,2024,E2
P034411,2024,E4
P031201,2024,E2
P018081,2024,E2
P018771,2024,E2
P018453,2024,E3
P005942,2024,E4
P001628,2024,E4
P036980,2024,E2
P045425,2024,E5
P021172,2024,E3
P007924,2024,E3
P042335,2024,E1
P040287,2024,E2
P004735,2024,E5
P024628,2024,E3
P008220,2024,E1
P035523,2024,E3
P019361,2024,E3
P025627,2024,E3
P030006,2024,E3
P037098,2024,E3
P047417,2024,E2
P040599,2024,E3
P001211,2024,E5
P016865,2024,E1
P041166,2024,E2
P041208,2024,E2
P008590,2024,E3
P001567,2024,E4
P007873,2024,E4
P035409,2024,E3
P011600,2024,E2
P004374,2024,E3
P020509,2024,E3
P033973,2024,E4
P016709,2024,E2
P011636,2024,E5
P033184,2024,E3
P038150,2024,E3
P019493,2024,E2
P007096,2024,E3
P002885,2024,E3
P020170,2024,E3
P044992,2024,E3
P031025,2024,E4
P016527,2024,E3
P035709,2024,
P047897,2024,E3
P029142,2024,E2
P016945,2024,E2
P040940,2024,E3
P032086,2024,E3
P013589,2024,E1
P039288,2024,E3
P012193,2024,E4
P041145,2024,E3
P044428,2024,E3
P029258,2024,E2
P010455,2024,E3
P028508,2024,E4
P046545,2024,E2
P033152,2024,E3
P022268,2024,E3
P042476,2024,E3
P002704,2024,E3
P047578,2024,E5
P022261,2024,E2
P036785,2024,E3
P026912,2024,E2
P043376,2024,E1
P041910,2024,E4
P046712,2024,E3
P034971,2024,E1
P048111,2024,E3
P016908,2024,E4
P035106,2024,E3
P001271,2024,E2
P004489,2024,E4
P026102,2024,E4
P022102,2024,E1
P041784,2024,E2
P039071,2024,E3
P025512,2024,E5
P005976,2024,E3
P035744,2024,E5
P010959,2024,E1
P039004,2024,E1
P010520,2024,E3
P034912,2024,E4
P002188,2024,E1
P005454,2024,E5
P033596,2024,E3
P015284,2024,E3
P047077,2024,E3
P018779,2024,E2
P040841,2024,E3
P011373,2024,E2
P046955,2024,E2
P017877,2024,E3
P004387,2024,E2
P043457,2024,E3
P016617,2024,E2
P040510,2024,
P044503,2024,E3
P040118,2024,E3
P000538,2024,E2
P008677,2024,E5
P015494,2024,E3
P026913,2024,E4
P042481,2024,E1
P034296,2024,E2
P019612,2024,E3
P037852,2024,E3
P019456,2024,E3
P009935,2024,E2
P018824,2024,E3
P038752,2024,E3
P017026,2024,E3
P030569,2024,E3
P025356,2024,E3
P032898,2024,E4
P041506,2024,E3
P006675,2024,E3
P029434,2024,E2
P026026,2024,E1
P033438,2024,E4
P003114,2024,E2
P006014,2024,E2
P036987,2024,E2
P002512,2024,E3
P044043,2024,E1
P002610,2024,E3
P028524,2024,E3
P044408,2024,E4
P016328,2024,E4
P039689,2024,E1
P009348,2024,E3
P025982,2024,E2
P035044,2024,E3
P037102,2024,E2
P030322,2024,E2
P006695,2024,E2
P017435,2024,E3
P004037,2024,E1
P027235,2024,E4
P002810,2024,E3
P049912,2024,E3
P011410,2024,E2
P006282,2024,E4
P036997,2024,E3
P003906,2024,E3
P015965,2024,E3
P002236,2024,E3
P017891,2024,E2
P022101,2024,E2
P043096,2024,E2
P020972,2024,E3
P033871,2024,E2
P020317,2024,E5
P012627,2024,E4
P001766,2024,E2
P000337,2024,
P003238,2024,E5
P033926,2024,E2
P043873,2024,E3
P022045,2023,E3
P010527,2024,E3
P036620,2024,E1
P048496,2024,E5
P022724,2024,E3
P046384,2024,E4
P041951,2024,E4
P000646,2024,E3
P031840,2024,E4
P015925,2024,E5
P004178,2024,E2
P020484,2024,E2
P047812,2024,E2
P012577,2024,E2
P015391,2024,E1
P047259,2024,E3
P015957,2024,E1
P022399,2024,E3
P045678,2024,E3
P031298,2024,E5
P047072,2024,E2
P020736,2024,E4
P044545,2024,E2
P022792,2024,E2
P021632,2024,E3
P041646,2024,E4
P018987,2024,E2
P016554,2024,E4
P012777,2024,E2
P023479,2024,E4
P023553,2024,E2
P043625,2024,E4
P021613,2024,E2
P041279,2024,E3
P006572,2024,E3
P000411,2024,E1
P032881,2024,E3
P033400,2024,E4
P004571,2024,E2
P012410,2024,E4
P046879,2024,E3
P047627,2024,E3
P040477,2024,E4
P002113,2024,E4
P004508,2024,E3
P006558,2024,E3
P001815,2024,E2
P024446,2024,E4
P001720,2024,E3
P018465,2024,E3
P015879,2024,E3
P003242,2024,E2
P008382,2024,E2
P019968,2024,E2
P040372,2024,E2
P009065,2024,E1
P003973,2024,E2
P016998,2024,E1
P001681,2024,E3
P041380,2024,E3
P004156,2024,E2
P014608,2024,E3
P016146,2024,E4
P017365,2024,E3
P044208,2024,E3
P007298,2024,E3
P008285,2024,E2
P002287,2024,E2
P017736,2024,E3
P047466,2024,E2
P046654,2024,E2
P040071,2024,E2
P042046,2024,E6
P044309,2024,E1
P016296,2024,E2
P011042,2024,E2
P045760,2024,E5
P001719,2024,E3
P021545,2024,E1
P035920,2024,E4
P023422,2024,E2
P048036,2024,E2
P024042,2024,E2
P024984,2024,E2
P025273,2024,E2
P047475,2024,E4
P003851,2024,E4
P007983,2024,E6
P002814,2024,E5
P000979,2024,
P019237,2024,E3
P044099,2024,E3
P019927,2024,E3
P049759,2024,E2
P020308,2024,E4
P020475,2024,E1
P028630,2024,E3
P029683,2024,E3
P010297,2024,E3
P026495,2024,E3
P014671,2024,E3
P042064,2024,E1
P004251,2024,E3
P045719,2024,E3
P001853,2024,E5
P003454,2024,E2
P014266,2024,E3
P028238,2024,E2
P009217,2024,E3
P044102,2024,E2
P008377,2024,E4
P029424,2024,E3
P048171,2024,E3
P025423,2024,E3
P024412,2024,E2
P000323,2024,E5
P004352,2024,
P004702,2024,E4
P011500,2024,E3
P048104,2024,E2
P033531,2024,E1
P046860,2024,E4
P042458,2024,E4
P026585,2024,E3
P023756,2024,E4
P042719,2024,E4
P035948,2024,E3
P024722,2024,E2
P024386,2024,E5
P044014,2024,E2
P026234,2024,E3
P007686,2024,E3
P024115,2024,E2
P046463,2024,E1
P035245,2024,E2
P005502,2024,E2
P029939,2024,E4
P004114,2024,E5
P049146,2024,E3
P030228,2024,E3
P028544,2024,E6
P021650,2024,E3
P022057,2024,E5
P040638,2024,E2
P045230,2024,E4
P030870,2024,E5
P024761,2024,E2
P027290,2024,E1
P037430,2024,E5
P046819,2024,E3
P017160,2024,E3
P034335,2024,E1
P009390,2024,E4
P014290,2024,E4
P036399,2024,E4
P008430,2024,E3
P031613,2024,E2
P038704,2024,E5
P030136,2024,E2
P044329,2024,E2
P019707,2024,E3
P038360,2024,E4
P021109,2024,E3
P037271,2024,E2
P022901,2024,E3
P006974,2024,E6
P028070,2024,E4
P040832,2024,E2
P015269,2024,E3
P045203,2024,E3
P048241,2024,E2
P048617,2024,E2
P042886,2024,E4
P039749,2024,E4
P014417,2024,E2
P032902,2024,E2
P048291,2024,
P031040,2024,E3
P005586,2024,E3
P033627,2024,E4
P040549,2024,E4
P035762,2024,E4
P013091,2024,E4
P041488,2024,E2
P025031,2024,E3
P032564,2024,E3
P028189,2024,E3
P010460,2024,E3
P048791,2024,E3
P002822,2024,E1
P005137,2024,E6
P018472,2024,E3
P039126,2024,E3
P049852,2024,E2
P048262,2024,E2
P016658,2024,E3
P025395,2024,E5
P048612,2024,E2
P036462,2024,E4
P030272,2024,E2
P043418,2024,E4
P043588,2024,E3
P022191,2024,E4
P004366,2024,E3
P032368,2024,E1
P032598,2024,E2
P005518,2024,E3
P037724,2024,E3
P021643,2024,E3
P047631,2024,E2
P040468,2024,E3
P011775,2024,E3
P012411,2024,E2
P049363,2024,E3
P026005,2024,E4
P039846,2024,E2
P034754,2024,E3
P029666,2024,E4
P045954,2024,E6
P003947,2024,E2
P026191,2024,E4
P037536,2024,E3
P047517,2024,E4
P038584,2024,E3
P046385,2024,E4
P033763,2024,E4
P024505,2024,E3
P023167,2024,E3
P005456,2024,E1
P049698,2024,E3
P029727,2024,E3
P037761,2024,E3
P043412,2024,E2
P023373,2024,E3
P009508,2024,E3
P014969,2024,E2
P005864,2024,E2
P019542,2024,E3
P000820,2024,E2
P031746,2024,E3
P010031,2024,E5
P043769,2024,E3
P030241,2024,E3
P031821,2024,E3
P027705,2024,E2
P047766,2024,E4
P049596,2024,E2
P041575,2024,E3
P048313,2024,E3
P027391,2024,E4
P041398,2024,E1
P021705,2024,E5
P025391,2024,E3
P026745,2024,E3
P028096,2024,E3
P038479,2024,E1
P014505,2024,E1
P030903,2024,E4
P014776,2024,E4
P015650,2024,E4
P039095,2024,E3
P018760,2024,E2
P032882,2024,E2
P026197,2024,E3
P039428,2024,E3
P008452,2024,E3
P043790,2024,E2
P000756,2024,E4
P009103,2024,E2
P006139,2024,E4
P023260,2024,E2
P038132,2024,E3
P029240,2024,E3
P011045,2024,E5
P018292,2024,E3
P049666,2024,E3
P033249,2024,E1
P029402,2024,E2
P036058,2024,E3
P034532,2024,E3
P041630,2024,E2
P030987,2024,E2
P025022,2024,E2
P017310,2024,E2
P029581,2024,E3
P011693,2024,E5
P045668,2024,E5
P028421,2024,E3
P005605,2024,E4
P031860,2024,E3
P027992,2024,E4
P021444,2024,E2
P017916,2024,E1
P043092,2024,E3
P006492,2024,E6
P030862,2024,E5
P006911,2024,E2
P000324,2024,E2
P032103,2024,E3
P030863,2024,E3
P014900,2024,E1
P046424,2024,E2
P014885,2024,E2
P031928,2024,E2
P030782,2024,E3
P014737,2024,E3
P020827,2024,E3
P010561,2024,E2
P037005,2024,E3
P012605,2024,E2
P001480,2024,E3
P032535,2024,E3
P044060,2024,E3
P020838,2024,E3
P032981,2024,E3
P032722,2024,E4
P006571,2024,E4
P026340,2024,E3
P015199,2024,E1
P012773,2024,E3
P037973,2024,E3
P045246,2024,E1
P028953,2024,E3
P032066,2024,E2
P004924,2024,E3
P024583,2024,E3
P008699,2024,E1
P045161,2024,E3
P039186,2024,E3
P027190,2024,E4
P041031,2024,E1
P046191,2024,E4
P045448,2024,E1
P019510,2024,E3
P025881,2024,E2
P008403,2024,E2
P019075,2024,E2
P044464,2024,E1
P008150,2024,E1
P036835,2024,E4
P007940,2024,E4
P033374,2024,E1
P021608,2024,E4
P034545,2024,E3
P020345,2024,E3
P031360,2024,E3
P032689,2024,E4
P019197,2024,E4
P020979,2024,E3
P005441,2024,E3
P008636,2024,E1
P003290,2024,E6
P035570,2024,E1
P034365,2024,E3
P009502,2024,E3
P027048,2024,E1
P007217,2024,E4
P046572,2024,E4
P027839,2024,E3
P009751,2024,E4
P044069,2024,E1
P017857,2024,E3
P017103,2024,E3
P005290,2024,E1
P013729,2024,E5
P037320,2024,E3
P030428,2024,E3
P029438,2024,E5
P048170,2024,E2
P012177,2024,E3
P004603,2024,E2
P028704,2024,E3
P015378,2024,E4
P003936,2024,E2
P038158,2024,E4
P013780,2024,E1
P009715,2024,E5
P023672,2024,E2
P033422,2024,E4
,2024,E5
P004855,2024,E3
P025985,2024,E3
P020566,2024,E4
P044595,2024,E3
P021385,2024,E5
P008703,2024,E2
P019970,2024,E5
P011744,2024,E3
P030051,2024,E2
P005010,2024,E5
P023112,2024,E2
P014586,2024,E3
P034015,2024,E3
P046378,2024,E2
P010968,2024,E1
P044164,2024,E2
P045543,2024,E2
P022181,2024,E5
P037194,2024,E2
P024143,2024,E2
P004306,2024,E3
P049390,2024,E2
P015774,2024,E3
P037963,2024,E5
P007742,2024,E2
P030639,2024,E4
P034749,2024,E2
P049155,2024,E5
P043592,2024,E2
P031418,2024,E4
P008461,2024,E2
P027696,2024,E3
P048678,2024,E4
P017903,2024,E3
P049716,2024,E3
P030855,2024,E3
P022604,2024,E2
P026564,2024,E2
P045303,2024,E1
P002380,2024,E3
P037673,2024,E1
P041534,2024,E3
P039624,2024,E3
P027309,2024,E2
P014526,2024,E3
P009415,2024,E3
P037711,2024,E3
P044197,2024,E2
P012148,2024,E2
P001502,2024,E2
P017493,2024,E4
P027578,2024,E2
P025565,2024,E3
P031086,2024,E4
P033736,2024,E5
P005808,2024,E3
P044251,2024,E3
P015412,2024,E3
P023275,2024,E3
P024077,2024,E6
P003330,2024,E4
P003522,2024,E2
P016041,2024,E6
P029072,2024,E2
P005944,2024,E4
P048902,2024,E3
P011579,2024,E3
P031121,2024,E1
P029615,2024,E3
P040457,2024,E1
P041574,2024,E2
P038589,2024,E3
P006145,2024,E1
P046044,2024,E5
P017726,2024,E3
P047305,2024,E3
P042811,2024,E3
P037809,2024,E2
P024951,2024,E2
P041530,2024,E3
P043352,2024,E3
P015593,2024,E3
P026169,2024,E2
P026741,2024,E3
P048378,2024,E3
P048711,2024,E2
P037947,2024,E2
P039262,2024,E4
P037701,2024,E5
