source,source_row_id,person_id,reference_year,source_code,level_min,level_max,qa_status,qa_reason
zensus_like_2022,49,P031540,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,50,P038431,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,51,P013306,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,52,P034660,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,53,P037221,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,55,P007636,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,56,P030454,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,57,P001831,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,58,P010796,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,59,P046018,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,60,P010286,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,61,P042857,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,62,P017430,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,63,P038471,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,64,P008010,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,66,P010767,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,67,P004439,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,68,P047162,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,69,P045180,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,70,P006665,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,71,P025915,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,72,P018348,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,73,P024509,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,74,P024972,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,75,P007679,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,76,P046562,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,77,P015814,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,78,P020618,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,79,P023686,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,80,P040836,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,81,P017310,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,82,P025345,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,83,P025257,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,84,P003860,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,85,P003298,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,86,P040446,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,87,P038738,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,88,P027728,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,89,P002012,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,90,P006078,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,91,P009122,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,92,P015725,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,93,P011836,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,94,P006818,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,95,P006276,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,96,P026399,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,97,P004752,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,98,P018106,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,99,P039257,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,100,P007585,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,101,P039043,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,102,P044142,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,103,P016582,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,104,P025295,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,105,P016445,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,106,P021497,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,107,P029204,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,108,P023410,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,109,P018312,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,110,P004759,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,111,P045707,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,112,P031833,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,113,P027274,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,114,P048826,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,115,P005936,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,116,P013411,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,117,P014067,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,118,P044756,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,119,P024533,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,120,P040380,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,121,P033526,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,122,P030924,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,123,P038214,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,124,P027896,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,125,P026219,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,126,P032872,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,127,P014479,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,128,P047055,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,129,P026875,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,130,P029065,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,131,P001874,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,132,P007126,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,133,P010857,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,134,P003292,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,136,P049374,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,137,P019045,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,138,P039463,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,139,P045494,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,140,P040577,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,141,P012595,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,142,P004932,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,143,P043286,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,144,P029911,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,145,P008787,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,146,P007026,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,147,P049962,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,148,P046647,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,149,P047422,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,151,P036180,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,152,P014093,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,153,P033067,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,154,P007959,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,155,P014467,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,156,P015701,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,157,P016729,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,158,P000855,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,159,P031279,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,160,P014887,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,161,P039206,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,162,P040312,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,163,P006573,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,164,P024747,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,165,P012677,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,166,P048327,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,167,P018903,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,168,P046570,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,169,P013224,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,170,P025841,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,171,P015305,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,172,P042990,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,173,P022310,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,174,P015869,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,175,P022318,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,176,P038865,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,177,P043131,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,178,P043299,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,179,P011603,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,180,P020872,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,181,P039111,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,182,P032469,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,183,P028048,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,184,P027335,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,185,P049426,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,186,P025369,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,187,P023998,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,188,P045108,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,189,P010040,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,190,P030693,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,191,P023650,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,192,P024364,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,193,P024697,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,194,P038540,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,195,P044773,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,196,P016857,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,197,P005692,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,198,P002919,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,199,P039809,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,200,P027552,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,201,P023847,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,202,P035706,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,203,P010301,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,204,P048264,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,205,P023325,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,206,P011867,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,207,P012351,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,208,P049506,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,209,P006153,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,210,P046222,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,211,P000632,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,213,P047310,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,214,P019917,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,215,P013805,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,216,P048690,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,217,P024445,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,218,P032467,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,219,P021719,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,220,P008345,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,221,P016833,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,222,P008573,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,223,P038641,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,224,P007960,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,225,P031105,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,226,P038102,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,227,P039036,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,228,P032537,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,229,P043907,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,230,P039191,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,231,P043432,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,232,P009826,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,233,P014882,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,235,P027370,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,236,P015168,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,237,P014689,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,238,P016562,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,239,P011630,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,240,P015892,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,241,P034375,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,242,P017717,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,243,P025252,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,244,P023377,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,245,P001397,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,246,P041986,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,247,P006542,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,248,P030529,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,250,P004404,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,251,P008832,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,252,P014311,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,253,P022385,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,254,P003805,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,255,P001285,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,256,P027604,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,257,P020029,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,258,P037863,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,259,P001381,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,260,P047295,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,261,P012743,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,262,P010068,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,263,P028295,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,264,P029938,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,265,P006961,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,266,P005296,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,267,P014896,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,268,P025460,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,269,P011409,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,270,P046686,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,271,P011230,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,272,P040516,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,273,P040527,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,274,P000756,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,275,P011032,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,276,P048136,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,277,P026086,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,278,P034676,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,279,P010542,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,280,P045758,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,281,P029970,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,282,P021055,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,283,P005611,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,284,P024444,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,285,P030701,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,286,P000185,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,287,P047936,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,288,P002392,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,289,P025548,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,290,P018038,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,291,P049507,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,292,P015828,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,293,P012180,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,294,P042230,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,295,P019674,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,296,P044274,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,297,P039716,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,298,P023987,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,299,P005983,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,300,P024903,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,301,P048133,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,302,P032282,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,303,P036543,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,304,P018512,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,305,P017615,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,306,P001245,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,307,P007117,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,308,P046452,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,309,P020063,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,310,P043268,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,311,P047866,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,312,P048992,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,313,P031397,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,314,P015533,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,315,P017884,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,316,P046111,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,317,P009609,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,318,P028057,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,319,P040109,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,320,P012131,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,321,P025725,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,322,P020167,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,323,P030231,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,324,P036901,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,325,P024741,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,326,P026233,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,327,P011063,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,328,P048224,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,329,P020979,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,330,P029968,2022,DOCTORATE,6,6,usable,valid_evidence
zensus_like_2022,331,P047096,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,332,P014080,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,333,P048561,2022,VOC_POSTSEC,3,3,usable,valid_evidence
zensus_like_2022,334,P000104,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,335,P043625,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,336,P022260,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,337,P037480,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,338,P048472,2022,BACHELOR_EQ,4,4,usable,valid_evidence
zensus_like_2022,339,P019441,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,340,P045606,2022,NONE_LOW,1,1,usable,valid_evidence
zensus_like_2022,341,P024101,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,342,P029002,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,343,P025069,2022,SCHOOL,2,2,usable,valid_evidence
zensus_like_2022,344,P002908,2022,MASTER_EQ,5,5,usable,valid_evidence
zensus_like_2022,345,P014478,2022,VOC_POSTSEC,3,3,usable,valid_evidence
