person_id,tax_year,tax_filing_flag,taxable_income,contact_address_id
P000371,2025,1,30542.68,A010496
P000372,2025,1,18790.21,A010496
P000377,2025,1,44797.14,A017235
P000378,2025,1,45757.78,A005671
P000379,2025,1,55636.4,A002848
P000381,2025,1,36561.97,A002848
P000382,2025,1,20908.94,A011666
P000385,2025,1,79578.08,A003144
P000386,2025,1,15494.71,A003144
P000388,2025,1,50908.23,A015258
P000390,2025,1,46342.62,A015258
P000397,2025,1,46021.89,A014954
P000398,2025,1,31194.9,A003693
P000405,2025,1,50783.89,A014374
P000406,2025,1,79155.21,A005330
P000408,2025,1,15677.05,A015285
P000410,2025,1,27108.88,A001049
P000411,2025,1,51538.02,A017408
P000412,2025,1,14708.26,A017408
P000413,2025,1,32866.77,A017408
P000414,2025,1,29836.93,A017408
P000417,2025,1,25424.33,A012994
P000418,2025,1,57614.8,A001789
P000422,2025,1,45976.7,A001789
P000423,2025,1,36697.15,A014034
P000427,2025,1,62213.49,A001816
P000428,2025,1,20988.87,A001816
P000431,2025,0,0.0,A005294
P000434,2025,1,17229.56,A006476
P000438,2025,1,33608.33,A014088
P000441,2025,1,30361.43,A010753
P000444,2025,1,14531.04,A007259
P000445,2025,1,25954.03,A000584
P000453,2025,1,24810.65,A008503
P000455,2025,1,41583.71,A014888
P000458,2025,1,49147.5,A014214
P000459,2025,1,14657.49,A014214
P000461,2025,1,31247.0,A015630
P000462,2025,1,9543.2,A010623
P000463,2025,1,9591.56,A010623
P000467,2025,1,13405.81,A010623
P000468,2025,1,21182.17,A017375
P000469,2025,1,27887.14,A017375
P000474,2025,1,22266.77,A015015
P000480,2025,1,51698.41,A006803
P000481,2025,1,57848.66,A013541
P000484,2025,1,82850.12,A005337
P000486,2025,1,46869.68,A005789
P000487,2025,1,31138.8,A005789
P000488,2025,1,136355.83,A005789
P000491,2025,1,26211.02,A005789
P000495,2025,1,19769.38,A017620
P000505,2025,1,14011.23,A013518
P000510,2025,1,99476.4,A002468
P000511,2025,1,11710.92,A009271
P000513,2025,1,8428.68,A011850
P000515,2025,1,7025.06,A001839
P000518,2025,1,19033.81,A013112
P000528,2025,1,43816.85,A010428
P000529,2025,1,26743.34,A006093
P000532,2025,1,27557.48,
P000533,2025,1,22196.16,A012127
P000535,2025,1,20116.8,A009177
P000540,2025,1,43940.95,A016392
P000541,2025,1,40996.54,A000572
P000545,2025,1,44883.25,A005513
P000547,2025,1,53617.96,A005513
P000551,2025,1,56174.85,A000927
P000553,2025,1,39203.19,A009524
P000554,2025,1,22991.17,A009524
P000555,2025,1,20856.18,A009524
P000556,2025,1,20525.72,A004064
P000557,2025,1,101306.64,A016711
P000558,2025,1,47195.56,A016711
P000559,2025,1,127809.75,A016711
P000560,2025,1,19385.77,
P000563,2025,1,16646.61,A017988
P000570,2025,1,7899.44,A009687
P000576,2025,1,19172.35,A013671
P000581,2025,1,14477.79,A001283
P000585,2025,1,39310.75,A003483
P000587,2025,1,36289.24,A003483
P000589,2025,1,12336.63,A012744
P000593,2025,1,-25754.65,A012859
P000594,2025,1,46801.66,A012859
P000596,2025,1,59802.62,A006448
P000597,2025,1,10609.81,A002067
P000598,2025,1,34735.64,A002067
P000600,2025,1,20832.32,A007181
P000604,2025,1,9585.75,A006736
P000611,2025,1,30955.27,A013139
P000616,2025,1,25926.8,A005735
P000617,2025,1,35589.38,A013050
P000625,2025,1,14324.56,A017981
P000628,2025,1,41543.28,A007899
P000629,2025,1,32538.18,A013469
P000634,2025,1,65111.04,A001659
P000637,2025,1,19103.7,A000425
P000642,2025,1,15536.06,A007985
P000644,2025,1,18946.59,A007985
P000645,2025,1,8086.19,A007985
P000647,2025,1,27751.5,A003601
P000648,2025,0,0.0,A003601
P000650,2025,1,17574.16,A003601
P000651,2025,1,37903.78,A003601
P000656,2025,1,15167.24,
P000663,2025,1,41372.64,A003780
P000665,2025,1,13564.44,A014553
P000668,2025,1,46744.19,A017953
P000670,2025,1,37538.06,A014932
P000675,2025,1,110425.0,A016461
P000677,2025,1,38672.74,
P000678,2025,1,14029.02,A016461
P000680,2025,1,43969.18,A012607
P000683,2025,1,29464.66,A007193
P000685,2025,1,7043.78,A016902
P000686,2025,1,14687.83,A016902
P000691,2025,1,29571.97,A006622
P000692,2025,1,9010.07,A011224
P000695,2025,1,27026.64,A014285
P000697,2025,1,19045.59,A012763
P000700,2025,1,16979.59,A009537
P000702,2025,1,43332.8,A009537
P000705,2025,1,71605.24,A004871
P000709,2025,1,60153.73,A004946
P000716,2025,1,12382.99,A006460
P000719,2025,1,27676.0,A011670
P000720,2025,1,13284.52,A011670
P000721,2025,1,44591.33,A011670
P000723,2025,1,3245.58,A017002
P000726,2025,1,34098.43,A009701
P000729,2025,1,41356.03,A003004
P000731,2025,1,36917.45,A013374
P000733,2025,1,11744.5,A002627
P000742,2025,1,7907.97,A015969
P000749,2025,1,17288.31,A010433
P000752,2025,1,9900.14,A015621
P000753,2025,1,25026.41,A000917
P000754,2025,1,14856.79,A000917
P000758,2025,1,19649.94,A007496
P000759,2025,1,50343.69,A007496
P000761,2025,1,21015.13,A013041
P000763,2025,1,13706.93,A002660
P000765,2025,1,57570.76,A017903
P000767,2025,1,25951.95,A013668
P000768,2025,1,33676.05,A010433
P000769,2025,1,6195.2,A001327
P000773,2025,1,33710.89,A003054
P000775,2025,0,0.0,A003054
P000777,2025,1,10270.33,A008283
P000778,2025,1,21367.86,A002438
P000784,2025,1,8297.94,A007727
P000786,2025,1,44371.48,A007233
P000787,2025,1,32471.3,A007233
P000793,2025,1,33895.68,A005036
P000796,2025,1,34253.15,A016388
P000798,2025,1,12767.15,A016388
P000801,2025,1,46289.62,A014939
P000802,2025,1,24633.26,A017675
P000803,2025,1,54739.44,A011339
P000805,2025,1,38445.66,A011339
P000808,2025,1,41567.4,A012745
P000811,2025,1,40210.36,A001394
P000814,2025,1,13530.53,A011274
P000816,2025,1,19076.48,A011274
P000824,2025,1,9064.45,A017498
P000828,2025,1,69348.21,A017790
P000829,2025,1,19331.17,A017790
P000830,2025,1,15994.38,A017790
P000831,2025,1,24176.74,A010630
P000835,2025,1,17248.36,
P000837,2025,1,47655.88,A014747
P000839,2025,1,19710.79,A014747
P000841,2025,1,39871.57,A014025
P000845,2025,1,29135.24,A003475
P000847,2025,1,75495.73,A003475
P000848,2025,1,29874.27,A003475
P000850,2025,1,30232.35,A003475
P000853,2025,0,0.0,A017706
P000856,2025,1,22198.43,A016165
P000863,2025,1,39227.69,A011066
P000868,2025,1,10708.2,A016231
P000869,2025,1,16430.6,A008610
P000873,2025,1,22353.94,A010217
P000874,2025,1,5487.59,A010217
P000879,2025,1,59277.88,A005289
P000884,2025,1,106034.36,A005356
P000888,2025,1,28766.53,A002439
P000890,2025,1,28201.79,A006108
P000892,2025,1,23919.14,A014536
P000894,2025,1,24032.91,
P000895,2025,1,43433.8,A013177
P000898,2025,1,41003.1,A011392
P000899,2025,1,7673.67,A001797
P000900,2025,1,33105.62,A003130
P000901,2025,1,69837.81,A004278
P000906,2025,1,37705.14,A007012
P000907,2025,1,12209.74,A007012
P000910,2025,1,35246.38,A002953
P000917,2025,1,61941.27,A014988
P000918,2025,1,106688.25,A009678
P000921,2025,1,29293.78,A006584
P000922,2025,1,16119.24,A011275
P000923,2025,1,74989.83,A011275
P000924,2025,1,23161.39,A015880
P000925,2025,1,33927.11,A015880
P000926,2025,1,40734.97,A007767
P000927,2025,1,28041.26,A007767
P000932,2025,1,77376.42,A011624
P000933,2025,1,11558.89,A011624
P000936,2025,1,29675.56,A006070
P000942,2025,1,37248.21,A002898
P000943,2025,1,31830.47,A002898
P000949,2025,1,41554.62,A000109
P000950,2025,1,13910.15,A000109
P000952,2025,1,40509.0,A000109
P000953,2025,1,27131.15,A011369
P000954,2025,1,75742.94,A005545
P000955,2025,1,7731.91,A005237
P000968,2025,0,0.0,A017273
P000970,2025,1,17833.14,A017660
P000973,2025,1,18263.76,A010057
P000974,2025,1,65172.07,A010057
P000975,2025,1,-34666.65,A010057
P000977,2025,1,28647.24,A011042
P000980,2025,1,58351.09,A000304
P000981,2025,1,153530.7,A014379
P000983,2025,1,33186.09,A002738
P000984,2025,1,56827.39,A002738
P000985,2025,1,70996.33,A010550
P000988,2025,1,26554.37,A005793
P000991,2025,1,26048.14,A003936
P000992,2025,1,63317.87,A000340
P000996,2025,1,30563.86,A014069
P000997,2025,1,22377.88,A014069
P000999,2025,1,12547.18,A011177
P001000,2025,1,41595.55,
P001001,2025,1,30794.24,A016811
P001003,2025,1,18351.15,A002251
P001006,2025,1,11832.53,A011461
P001008,2025,1,33341.44,A000027
P001013,2025,1,14280.76,A013610
P001022,2025,1,59252.39,A007251
P001023,2025,1,82570.01,A014111
P001025,2025,1,23509.48,A000449
P001026,2025,1,41079.95,A000449
P001027,2025,1,14589.87,A002621
P001030,2025,1,8807.57,A014611
P001033,2025,1,12497.33,A014611
P001035,2025,1,39681.66,A007923
P001036,2025,1,33485.73,A007923
P001037,2025,1,23587.26,A007923
P001038,2025,1,12310.7,A004089
P001039,2025,1,55821.35,A004495
P001040,2025,0,0.0,A004495
P001043,2025,1,13403.99,A016273
P001045,2025,1,26890.38,A000521
P001048,2025,1,48211.69,A005587
P001052,2025,1,46204.99,A008641
P001056,2025,1,46276.79,A013021
P001057,2025,1,9736.55,A012725
P001062,2025,1,54882.79,A001403
P001064,2025,1,114979.01,A001403
P001065,2025,1,13640.34,A010413
P001066,2025,1,30815.65,A010413
P001067,2025,1,23062.43,A017857
P001072,2025,1,41597.74,A006455
P001077,2025,1,16215.86,A005026
P001079,2025,1,18172.41,
P001080,2025,1,61375.3,A007320
P001085,2025,1,40627.44,A010727
P001087,2025,1,51209.62,A001941
P001092,2025,1,52145.21,A004767
P001093,2025,1,16763.2,A004767
P001094,2025,1,24285.25,A004767
P001098,2025,1,23715.63,A005142
P001100,2025,1,17657.89,
P001101,2025,1,30483.27,A002349
P001107,2025,1,53144.7,A016166
P001108,2025,1,54729.89,A015266
P001112,2025,1,32651.45,A011376
P001113,2025,1,36703.26,A014716
P001114,2025,1,28081.94,A016179
P001115,2025,1,47053.66,A014716
P001116,2025,1,12342.87,A014716
P001117,2025,1,26415.4,A014716
P001119,2025,1,19490.09,A014801
P001121,2025,1,109952.64,A006884
P001126,2025,1,36226.33,A007121
P001129,2025,1,34878.76,A014716
P001130,2025,1,66403.69,A012087
P001132,2025,1,14821.53,A004845
P001134,2025,1,11472.86,A001317
P001135,2025,1,32601.22,A016897
P001136,2025,1,26447.73,A016897
P001141,2025,1,19302.46,A013696
P001146,2025,1,58481.19,A005088
P001148,2025,1,43516.44,A001585
P001150,2025,1,62736.98,A001372
P001154,2025,1,102532.2,A005048
P001159,2025,1,58004.99,A016094
P001161,2025,1,23762.43,A014985
P001167,2025,1,17386.23,A007476
P001168,2025,1,19682.17,A010721
P001169,2025,1,54832.51,A010721
P001170,2025,0,0.0,A001005
P001172,2025,1,0.0,A001005
P001174,2025,1,35027.27,A002314
P001178,2025,1,33009.68,A003591
P001180,2025,1,59704.74,A011653
P001181,2025,1,14635.27,A011653
P001182,2025,1,11074.19,A011653
P001184,2025,1,6177.46,A001447
P001186,2025,1,48390.6,A014448
P001187,2025,1,14125.94,A016478
P001191,2025,1,45631.29,A001565
P001192,2025,1,13324.47,A001565
P001193,2025,1,24865.32,A001565
P001195,2025,1,14128.47,A012389
P001206,2025,1,21709.07,A010166
P001207,2025,1,33203.94,A015592
P001208,2025,1,33003.98,A015592
P001213,2025,1,16831.91,A014907
P001220,2025,1,34180.12,A008725
P001221,2025,1,32053.49,A008725
P001224,2025,1,37568.26,A015223
P001228,2025,1,28951.99,A016466
P001229,2025,1,38835.58,A010777
P001230,2025,1,15576.12,A011864
P001231,2025,1,100219.42,A011864
P001232,2025,1,10129.29,A015411
P001233,2025,1,21103.06,A015411
P001237,2025,1,24401.06,A001752
P001238,2025,1,31099.57,A017992
P001241,2025,1,24217.26,A003024
P001242,2025,1,12460.55,A005614
P001246,2025,1,26372.77,A007277
P001247,2025,1,36910.98,A010115
P001248,2025,1,57912.48,A005785
P001250,2025,1,53756.37,A011599
P001251,2025,1,78301.47,A011599
P001253,2025,1,9855.1,A011599
P001257,2025,1,51022.24,A006733
P001260,2025,1,35633.13,A017550
P001261,2025,1,32639.07,A002654
P001263,2025,0,0.0,A005810
P001265,2025,1,38625.57,A001133
P001267,2025,1,16604.53,A001133
P001268,2025,1,48950.02,A000699
P001272,2025,1,75532.05,A009570
P001273,2025,1,19462.26,A012115
P001277,2025,1,14805.6,A009618
P001285,2025,1,12784.96,A015207
P001287,2025,1,48031.28,A014700
P001290,2025,1,25205.81,A004995
P001293,2025,1,23366.33,A008141
P001297,2025,1,29375.7,A012402
P001299,2025,1,28702.01,A000672
P001301,2025,1,8969.53,A016774
P001302,2025,1,40214.88,A016774
P001303,2025,1,10180.56,A016774
P001305,2025,1,56039.03,A004314
P001306,2025,1,36461.91,A004314
P001308,2025,1,26585.93,A004314
P001309,2025,1,12352.18,A015316
P001312,2025,1,46944.27,A000700
P001313,2025,1,19673.42,A000700
P001316,2025,1,8508.12,A007112
P001319,2025,1,30717.19,A016619
P001321,2025,1,21896.33,A013042
P001322,2025,1,30533.94,A017194
P001323,2025,0,0.0,A017194
P001325,2025,1,52094.67,A012465
P001327,2025,1,86185.53,A012465
P001329,2025,1,20816.57,A008212
P001331,2025,1,8007.86,A008212
P001333,2025,1,63187.25,A012801
P001334,2025,1,32424.92,A005754
P001350,2025,1,21937.99,A004688
P001351,2025,1,35739.76,
P001355,2025,1,42091.55,A004053
P001356,2025,1,28831.38,A004053
P001358,2025,1,14950.0,A004651
P001360,2025,1,59614.19,A004651
P001364,2025,1,20189.97,A001586
P001365,2025,1,25412.31,A001586
P001367,2025,1,33153.41,A000971
P001368,2025,1,19087.53,A002804
P001369,2025,1,22493.69,A002804
P001370,2025,1,9118.4,A008854
P001374,2025,1,63024.79,A011566
P001378,2025,1,14370.8,A004656
P001382,2025,1,9355.12,A008291
P001385,2025,1,18509.43,A001459
P001390,2025,1,55991.13,A014631
P001391,2025,1,32306.65,A016454
P001392,2025,1,23032.33,A016454
P001393,2025,1,50575.93,A016454
P001395,2025,1,13672.89,A003981
P001398,2025,1,46113.81,A006286
P001399,2025,1,32264.67,A002637
P001400,2025,1,31278.61,A002637
P001401,2025,1,-12447.92,A002637
P001402,2025,1,42165.21,A002637
P001404,2025,1,36625.27,A004062
P001405,2025,1,47795.58,A014574
P001409,2025,1,19995.36,A008752
P001413,2025,1,26461.38,A009944
P001414,2025,1,21075.56,A006881
P001416,2025,1,22439.5,A006881
P001420,2025,1,9363.02,A010780
P001422,2025,1,10851.73,
P001425,2025,1,52062.39,A010832
P001427,2025,1,16696.86,A001879
P001430,2025,1,60598.13,A014558
P001433,2025,1,63170.25,A000800
P001435,2025,1,59084.21,A000800
P001439,2025,1,36543.83,A006071
P001440,2025,1,20412.23,A006071
P001441,2025,1,22962.54,A006115
P001442,2025,1,44217.33,A006115
P001445,2025,1,34911.83,A006115
P001447,2025,1,56859.74,A013709
P001449,2025,1,58542.06,A014505
P001450,2025,1,16004.41,A014505
P001453,2025,1,19874.49,A014584
P001454,2025,1,25536.75,A012551
P001458,2025,1,37629.48,A011866
P001461,2025,1,20074.83,A005070
P001463,2025,1,19175.21,A005070
P001469,2025,1,18208.04,A015590
P001471,2025,1,40565.34,A001739
P001472,2025,1,88893.32,
P001473,2025,1,42733.54,A015857
P001476,2025,1,27691.74,A012772
P001482,2025,1,50270.58,A015809
P001484,2025,1,29404.26,A016691
P001485,2025,1,22765.46,A015935
P001488,2025,1,20487.93,A013065
P001489,2025,1,81699.47,A007793
P001490,2025,1,8726.32,A007793
P001491,2025,1,37222.95,A005103
P001492,2025,1,17890.76,A017947
P001493,2025,1,36986.14,A017947
P001496,2025,1,66485.31,A016442
P001504,2025,1,40482.07,A011579
P001505,2025,1,70402.08,
P001508,2025,1,11452.72,A004503
P001509,2025,1,20242.56,A015407
P001510,2025,1,28307.17,A015407
P001519,2025,1,26295.28,A004749
P001521,2025,1,33173.03,A002548
P001523,2025,1,89069.29,A010929
P001530,2025,1,108185.75,A003799
P001531,2025,1,30681.24,A002782
P001535,2025,1,23725.01,A009041
P001537,2025,1,8025.01,A005321
P001538,2025,1,19952.77,A009145
P001546,2025,1,40965.66,A001637
P001547,2025,1,51494.74,A001637
P001554,2025,1,9114.6,A016556
P001559,2025,1,31514.74,A009879
P001561,2025,1,21432.44,A012253
P001568,2025,1,37090.45,A010311
P001574,2025,1,131587.53,
P001577,2025,1,66085.49,A008503
P001584,2025,1,25347.82,A009836
P001586,2025,1,24484.47,A016856
P001587,2025,1,32279.14,A007737
P001592,2025,1,31763.97,A001329
P001593,2025,1,17998.07,A008363
P001596,2025,1,33579.23,A009153
P001598,2025,1,,A014214
P001599,2025,1,46712.94,A014214
P001600,2025,1,29740.08,A014214
P001604,2025,1,19062.55,A014594
P001605,2025,1,31904.96,A009731
P001610,2025,1,13151.51,A013049
P001614,2025,1,49202.88,A005393
P001616,2025,1,31795.71,A008283
P001619,2025,1,37228.03,A008283
P001620,2025,1,13415.85,A014300
P001626,2025,1,56551.26,A015620
P001629,2025,1,22826.44,A003005
P001630,2025,1,60688.4,A003005
P001632,2025,1,30826.93,A003005
P001641,2025,1,17034.64,A011194
P001644,2025,1,20594.92,A004568
P001647,2025,0,0.0,A014999
P001651,2025,1,13776.13,A014631
P001652,2025,1,,A014631
P001653,2025,1,51064.72,A004807
P001654,2025,1,13857.88,A001016
P001655,2025,1,12713.82,A001016
P001656,2025,1,14905.76,A001016
P001657,2025,1,41612.97,A001016
P001658,2025,1,12682.18,A001016
P001663,2025,1,17494.1,A008115
P001664,2025,1,40238.55,A011791
P001671,2025,1,61817.56,A015022
P001673,2025,1,25484.74,A015022
P001678,2025,1,52721.27,A003445
P001679,2025,1,40717.25,A003445
P001681,2025,1,51307.56,A003445
P001683,2025,1,20913.64,A004621
P001685,2025,1,49424.79,A004621
P001688,2025,1,49866.29,A012460
P001690,2025,1,13340.89,A013197
P001691,2025,1,149971.77,A003256
P001693,2025,1,36273.73,A003256
P001694,2025,1,36788.68,A003210
P001697,2025,1,10021.41,A000383
P001699,2025,0,-0.0,A003505
P001703,2025,1,14099.35,A001640
P001704,2025,1,121572.36,A001640
P001705,2025,1,88687.28,A009963
P001706,2025,1,13308.17,A009963
P001707,2025,1,31871.14,A009473
P001709,2025,1,65306.69,
P001712,2025,1,36981.31,A004529
P001715,2025,1,18667.51,A016884
P001716,2025,1,14750.42,A016884
P001717,2025,1,39474.83,A014736
P001720,2025,1,21260.13,A014631
P001723,2025,1,19872.08,A014631
P001726,2025,1,32116.64,A016602
P001727,2025,1,21161.36,A014264
P001730,2025,1,25733.53,A006286
P001731,2025,1,71715.11,A001445
P001736,2025,1,89039.86,A017322
P001737,2025,1,134813.23,A003004
P001738,2025,1,33729.78,A003004
P001749,2025,1,41885.31,A000472
P001750,2025,1,20467.95,A011717
P001752,2025,1,23078.2,A008896
P001757,2025,1,41064.12,A015067
P001758,2025,1,36277.53,A015067
P001759,2025,1,,A017102
P001762,2025,1,31328.33,A005944
P001764,2025,1,23194.48,A001944
P001767,2025,1,55383.44,A001944
P001768,2025,1,79014.47,A001944
P001770,2025,1,15372.27,A007917
P001772,2025,1,26101.3,A007917
P001775,2025,1,18963.2,A012775
P001777,2025,1,24344.22,A016476
P001780,2025,1,59522.04,A002553
P001781,2025,1,94689.01,A002553
P001782,2025,1,44974.08,A002553
P001783,2025,1,47682.08,A017082
P001784,2025,1,5993.93,A017082
P001786,2025,1,77850.82,A017082
P001789,2025,1,27091.8,A011521
P001791,2025,1,53801.02,A017078
P001799,2025,1,115073.22,A016289
P001800,2025,1,43707.61,A016289
P001801,2025,1,70352.29,A016289
P001804,2025,1,14191.88,A005586
P001806,2025,1,25433.74,A005586
P001808,2025,1,46579.99,A007940
P001812,2025,1,41788.91,A010246
P001818,2025,1,36940.16,A016764
P001822,2025,1,20561.47,A006581
P001824,2025,1,82212.62,A014085
P001825,2025,1,13834.61,A013894
P001826,2025,1,32638.13,A015537
P001827,2025,1,19105.2,A015537
P001828,2025,1,81969.12,A016393
P001829,2025,1,17161.11,A016393
P001831,2025,1,38707.67,
P001832,2025,1,18314.79,A008753
P001834,2025,1,51755.12,A014586
P001835,2025,1,9705.88,A014586
P001837,2025,1,37033.1,A010304
P001838,2025,1,59519.88,A010304
P001839,2025,1,31722.74,A000351
P001840,2025,0,0.0,A000351
P001841,2025,1,135751.76,A014142
P001845,2025,1,100633.52,A017274
P001848,2025,1,25620.52,A011476
P001853,2025,1,17789.53,A004563
P001854,2025,1,73476.31,A012841
P001856,2025,1,67645.57,A002286
P001859,2025,1,29894.45,A009298
P001860,2025,1,66607.97,A002297
P001864,2025,1,38527.33,A004869
P001866,2025,1,18748.46,A003836
P001868,2025,1,19909.71,A013119
P001871,2025,1,25278.49,A004060
P001872,2025,1,7104.1,A004060
P001873,2025,1,25180.79,A004060
P001874,2025,1,43027.3,A006696
P001875,2025,1,147217.48,A006696
P001876,2025,1,,A005252
P001877,2025,1,38555.49,A006696
P001878,2025,1,,A004364
P001881,2025,1,58078.18,A007363
P001885,2025,1,82975.41,A003063
P001886,2025,1,35834.0,A014619
P001887,2025,1,24846.38,A014619
P001889,2025,1,66778.85,A000727
P001890,2025,1,22277.68,A000727
P001894,2025,1,27900.17,A013629
P001895,2025,0,0.0,A000801
P001899,2025,1,62182.25,A003758
P001900,2025,1,18935.45,A005830
P001901,2025,1,30258.36,A005830
P001902,2025,1,65728.61,
P001903,2025,1,50731.22,A007554
P001904,2025,1,28373.82,A007554
P001907,2025,1,10446.79,A012103
P001911,2025,1,48916.79,A002862
P001912,2025,1,53693.51,A013955
P001916,2025,1,25394.81,A001368
P001919,2025,1,28325.58,A014686
P001921,2025,1,14390.04,A002418
P001922,2025,1,21464.23,A002418
