address_id,region_code,region_name,municipality_code,urbanicity,address_type,flag_duplicate_address_id,flag_invalid_region,flag_missing_municipality_code,flag_invalid_urbanicity,flag_invalid_address_type
A000040,R03,West District,R03-M02,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000041,R03,West District,R03-M03,mixed,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000042,R12,Metro Region,R12-M04,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000043,R09,Urban Belt,R09-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000044,R11,Border Region,R11-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000045,R03,West District,R03-M04,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000046,R12,Metro Region,R12-M04,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000047,R09,Urban Belt,R09-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000048,R05,Central Region,R05-M02,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000049,R08,Lake Region,R08-M04,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000050,R08,Lake Region,R08-M04,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000051,R12,Metro Region,R12-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000052,R02,South City,R02-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000053,R05,Central Region,R05-M01,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000054,R04,East District,R04-M04,mixed,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000055,R02,South City,R02-M02,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000056,R09,Urban Belt,R09-M03,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000057,R06,River Region,R06-M02,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000058,R02,South City,R02-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000059,R10,Rural Belt,R10-M04,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000060,R02,South City,R02-M02,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000061,R11,Border Region,R11-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000062,R07,Mountain Region,R07-M02,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000063,R04,East District,R04-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000064,R09,Urban Belt,R09-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000065,R04,East District,R04-M02,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000066,R06,River Region,R06-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000067,R03,West District,R03-M01,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000068,R10,Rural Belt,R10-M03,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000069,R01,North City,R01-M03,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000070,R01,North City,R01-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000071,R11,Border Region,R11-M04,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000072,R05,Central Region,R05-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000073,R12,Metro Region,R12-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000074,R11,Border Region,R11-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000075,R06,River Region,R06-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000076,R11,Border Region,R11-M03,mixed,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000077,R08,Lake Region,R08-M02,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000078,R03,West District,R03-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000079,R11,Border Region,R11-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000080,R01,North City,R01-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000081,R09,Urban Belt,R09-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000082,R06,River Region,R06-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000083,R09,Urban Belt,R09-M03,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000084,R04,East District,R04-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000085,R06,River Region,R06-M02,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000086,R05,Central Region,R05-M01,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000087,R09,Urban Belt,R09-M03,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000088,R06,River Region,R06-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000089,R01,North City,R01-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000090,R11,Border Region,R11-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000091,R12,Metro Region,R12-M03,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000092,R06,River Region,R06-M02,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000093,R06,River Region,R06-M04,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000094,R01,North City,R01-M01,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000095,R04,East District,R04-M01,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000096,R06,River Region,R06-M04,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000097,R05,Central Region,R05-M01,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000098,R07,Mountain Region,R07-M03,rural,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000099,R01,North City,R01-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000100,R05,Central Region,R05-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000101,R03,West District,R03-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000102,R01,North City,R01-M01,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000103,R11,Border Region,R11-M02,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000104,R06,River Region,R06-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000105,R02,South City,R02-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000106,R03,West District,R03-M04,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000107,R10,Rural Belt,R10-M02,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000108,R06,River Region,R06-M02,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000109,R05,Central Region,R05-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000110,R04,East District,R04-M01,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000111,R04,East District,R04-M02,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000112,R09,Urban Belt,R09-M03,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000113,R06,River Region,R06-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000114,R01,North City,R01-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000115,R12,Metro Region,R12-M01,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000116,R07,Mountain Region,R07-M01,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000117,R11,Border Region,R11-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000118,R12,Metro Region,R12-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000119,R12,Metro Region,R12-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000120,R04,East District,R04-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000121,R12,Metro Region,R12-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000122,R07,Mountain Region,R07-M04,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000123,R11,Border Region,R11-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000124,R02,South City,R02-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000125,R11,Border Region,R11-M02,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000126,R05,Central Region,R05-M03,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000127,R01,North City,R01-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000128,R01,North City,R01-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000129,R01,North City,R01-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000130,R09,Urban Belt,R09-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000131,R04,East District,R04-M02,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000132,R03,West District,R03-M04,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000133,R12,Metro Region,R12-M02,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000134,R04,East District,R04-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000135,R09,Urban Belt,R09-M03,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000136,R09,Urban Belt,R09-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000137,R11,Border Region,R11-M02,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000138,R03,West District,R03-M04,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000139,R09,Urban Belt,R09-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000140,R07,Mountain Region,R07-M03,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000141,R01,North City,R01-M03,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000142,R04,East District,R04-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000143,R06,River Region,R06-M04,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000144,R04,East District,R04-M02,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000145,R10,Rural Belt,R10-M04,rural,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000146,R07,Mountain Region,R07-M04,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000147,R09,Urban Belt,R09-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000148,R05,Central Region,R05-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000149,R05,Central Region,R05-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000150,R04,East District,R04-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000151,R05,Central Region,R05-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000152,R12,Metro Region,R12-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000153,R11,Border Region,R11-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000154,R11,Border Region,R11-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000155,R09,Urban Belt,R09-M01,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000156,R05,Central Region,R05-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000157,R10,Rural Belt,R10-M03,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000158,R12,Metro Region,R12-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000159,R06,River Region,R06-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000160,R09,Urban Belt,R09-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000161,R09,Urban Belt,R09-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000162,R02,South City,R02-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000163,R10,Rural Belt,R10-M03,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000164,R07,Mountain Region,R07-M03,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000165,R08,Lake Region,R08-M03,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000166,R10,Rural Belt,R10-M02,rural,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000167,R04,East District,R04-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000168,R03,West District,R03-M04,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000169,R12,Metro Region,R12-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000170,R03,West District,R03-M04,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000171,R09,Urban Belt,R09-M01,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000172,R09,Urban Belt,R09-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000173,R10,Rural Belt,R10-M04,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000174,R06,River Region,R06-M04,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000175,R06,River Region,R06-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000176,R08,Lake Region,R08-M04,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000177,R08,Lake Region,R08-M04,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000178,R06,River Region,R06-M02,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000179,R09,Urban Belt,R09-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000180,R11,Border Region,R11-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000181,R12,Metro Region,R12-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000182,R07,Mountain Region,R07-M02,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000183,R11,Border Region,R11-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000184,R02,South City,R02-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000185,R02,South City,R02-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000186,R03,West District,R03-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000187,R01,North City,R01-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000188,R09,Urban Belt,R09-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000189,R10,Rural Belt,R10-M01,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000190,R12,Metro Region,R12-M01,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000191,R01,North City,R01-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000192,R08,Lake Region,R08-M01,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000193,R01,North City,R01-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000194,R10,Rural Belt,R10-M04,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000195,R12,Metro Region,R12-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000196,R04,East District,R04-M04,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000197,R03,West District,R03-M01,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000198,R01,North City,R01-M01,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000199,R10,Rural Belt,R10-M02,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000200,R09,Urban Belt,R09-M01,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000201,R09,Urban Belt,R09-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000202,R09,Urban Belt,R09-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000203,R11,Border Region,R11-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000204,R06,River Region,R06-M02,mixed,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000205,R01,North City,R01-M01,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000206,R02,South City,R02-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000207,R03,West District,R03-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000208,R03,West District,R03-M04,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000209,R01,North City,R01-M03,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000210,R01,North City,R01-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000211,R07,Mountain Region,R07-M04,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000212,R09,Urban Belt,R09-M02,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000213,R09,Urban Belt,R09-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000214,R12,Metro Region,R12-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000215,R03,West District,R03-M01,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000216,R09,Urban Belt,R09-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000217,R01,North City,R01-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000218,R07,Mountain Region,R07-M03,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000219,R09,Urban Belt,R09-M03,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000220,R06,River Region,R06-M01,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000221,R11,Border Region,R11-M04,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000222,R10,Rural Belt,R10-M01,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000223,R09,Urban Belt,R09-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000224,R10,Rural Belt,R10-M01,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000225,R02,South City,R02-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000226,R12,Metro Region,R12-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000227,R09,Urban Belt,R09-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000228,R06,River Region,R06-M03,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000229,R01,North City,R01-M01,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000230,R05,Central Region,R05-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000231,R09,Urban Belt,R09-M01,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000232,R02,South City,R02-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000233,R10,Rural Belt,R10-M04,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000234,R01,North City,R01-M03,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000235,R12,Metro Region,R12-M02,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000236,R08,Lake Region,R08-M01,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000237,R05,Central Region,R05-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000238,R05,Central Region,R05-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000239,R04,East District,R04-M01,mixed,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000240,R01,North City,R01-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000241,R05,Central Region,R05-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000242,R04,East District,R04-M01,mixed,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000243,R10,Rural Belt,R10-M01,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000244,R09,Urban Belt,R09-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000245,R05,Central Region,R05-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000246,R01,North City,R01-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000247,R07,Mountain Region,R07-M04,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000248,R06,River Region,R06-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000249,R01,North City,R01-M03,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000250,R01,North City,R01-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000251,R07,Mountain Region,R07-M01,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000252,R11,Border Region,R11-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000253,R05,Central Region,R05-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000254,R01,North City,R01-M04,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000255,R08,Lake Region,R08-M03,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000256,R05,Central Region,R05-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000257,R07,Mountain Region,R07-M01,rural,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000258,R06,River Region,R06-M01,mixed,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000259,R03,West District,R03-M04,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000260,R06,River Region,R06-M03,mixed,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000261,R02,South City,R02-M03,urban,large_residential,FALSE,FALSE,FALSE,FALSE,FALSE
A000262,R01,North City,R01-M02,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000263,R09,Urban Belt,R09-M04,urban,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000264,R10,Rural Belt,R10-M02,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000265,R12,Metro Region,R12-M01,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000266,R05,Central Region,R05-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000267,R01,North City,R01-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000268,R09,Urban Belt,R09-M02,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000269,R02,South City,R02-M04,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000270,R10,Rural Belt,R10-M03,rural,single_family,FALSE,FALSE,FALSE,FALSE,FALSE
A000271,R01,North City,R01-M03,urban,multi_family,FALSE,FALSE,FALSE,FALSE,FALSE
