person_id,household_id,address_id,region_code,municipality_code,sex,age,age_group,citizenship_group,registration_status,registration_date,last_move_date,flag_duplicate_person_id,flag_address_not_found,flag_invalid_region,flag_region_address_mismatch,flag_municipality_address_mismatch,flag_invalid_age,flag_missing_registration_status,flag_invalid_citizenship_group,flag_date_inconsistency
P000021,H000012,A002389,R09,R09-M04,F,17,6-17,DE,main_residence,2012-02-25,2020-03-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000022,H000012,A002389,R09,R09-M04,M,73,65-79,DE,main_residence,2017-10-24,2018-02-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000023,H000012,A002389,R09,R09-M04,F,82,80+,DE,secondary_residence,2023-02-01,2023-02-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000024,H000013,A004372,R01,R01-M02,M,9,6-17,DE,main_residence,2008-05-28,2015-06-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000025,H000014,A005411,R07,R07-M01,M,77,65-79,DE,main_residence,2007-11-05,2020-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000026,H000014,A005411,R07,R07-M01,M,18,18-24,DE,main_residence,2015-08-20,2021-01-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000027,H000014,A005411,R07,R07-M01,F,18,18-24,DE,main_residence,2019-07-14,2019-07-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000028,H000015,A002356,R06,R06-M01,M,55,40-64,EU,main_residence,2005-11-15,2025-09-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000029,H000016,A004678,R12,R12-M01,F,78,65-79,DE,main_residence,2014-03-08,2017-10-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000030,H000016,A004678,R12,R12-M01,F,5,0-5,DE,main_residence,2011-06-19,2020-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000031,H000016,A004678,R12,R12-M01,M,7,6-17,EU,main_residence,2018-06-11,2022-01-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000032,H000017,A010750,R02,R02-M03,F,6,6-17,DE,main_residence,2008-03-22,2021-04-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000033,H000017,A010750,R02,R02-M03,M,35,25-39,DE,main_residence,2025-02-23,2025-02-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000034,H000018,A002996,R03,R03-M01,M,26,25-39,DE,main_residence,2023-09-16,2023-09-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000035,H000018,A002996,R03,R03-M01,M,31,25-39,EU,main_residence,2009-12-09,2010-03-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000036,H000019,A012059,R06,R06-M03,M,47,40-64,DE,secondary_residence,2009-03-13,2020-09-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000037,H000019,A012059,R06,R06-M03,M,23,18-24,DE,secondary_residence,2011-11-22,2025-03-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000038,H000020,A009804,R12,R12-M04,F,3,0-5,DE,main_residence,2010-08-24,2022-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000039,H000020,A009804,R12,R12-M04,F,37,25-39,DE,main_residence,2015-03-06,2017-08-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000040,H000020,A009804,R12,R12-M04,M,4,0-5,DE,main_residence,2024-02-20,2024-02-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000041,H000021,A001756,R12,R12-M04,F,60,40-64,Non-EU,secondary_residence,2007-05-14,2025-10-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000042,H000021,A001756,R12,R12-M04,M,30,25-39,EU,main_residence,2016-07-10,2016-07-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000043,H000021,A001756,R12,R12-M04,F,46,40-64,DE,main_residence,2012-07-02,2013-06-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000044,H000021,A001756,R12,R12-M04,M,94,80+,DE,main_residence,2013-07-03,2013-07-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000045,H000022,A001193,R12,R12-M01,M,26,25-39,EU,main_residence,2014-02-05,2015-10-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000046,H000023,A001555,R01,R01-M02,F,13,6-17,DE,main_residence,2015-04-18,2025-03-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000047,H000023,A001555,R01,R01-M02,M,71,65-79,EU,main_residence,2015-12-15,2015-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000048,H000024,A001371,R02,R02-M04,F,51,40-64,DE,main_residence,2010-10-26,2013-08-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000049,H000024,A001371,R02,R02-M04,M,51,40-64,DE,main_residence,2011-04-24,2022-11-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000050,H000025,A006105,R03,R03-M03,M,19,18-24,DE,main_residence,2012-12-04,2012-12-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000051,H000025,A006105,R03,R03-M03,F,95,80+,EU,main_residence,2015-04-29,2015-04-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000052,H000026,A010120,R10,R10-M01,M,9,6-17,DE,main_residence,2025-03-12,2025-03-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000053,H000026,A010120,R10,R10-M01,F,33,25-39,DE,main_residence,2025-01-17,2025-01-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000054,H000026,A010120,R10,R10-M01,F,54,40-64,DE,main_residence,2025-11-02,2025-11-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000055,H000027,A008983,R11,R11-M03,M,78,65-79,EU,main_residence,2014-08-04,2014-08-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000056,H000028,A016558,R09,R09-M03,F,58,40-64,DE,main_residence,2015-06-27,2015-06-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000057,H000028,A016558,R09,R09-M03,F,13,6-17,Non-EU,secondary_residence,2018-10-28,2019-06-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000058,H000029,A014529,R10,R10-M04,F,32,25-39,DE,main_residence,2019-06-05,2025-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000059,H000029,A014529,R10,R10-M04,F,41,40-64,DE,main_residence,2016-12-30,2020-03-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000060,H000029,A014529,R10,R10-M04,M,45,40-64,EU,main_residence,2018-01-29,2019-08-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000061,H000030,A005101,R10,R10-M04,M,5,0-5,DE,main_residence,2012-09-09,2021-12-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000062,H000030,A005101,R10,R10-M04,F,75,65-79,DE,main_residence,2014-08-01,2014-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000063,H000030,A005101,R10,R10-M04,F,29,25-39,Non-EU,main_residence,2025-09-07,2025-09-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000064,H000031,A006467,R04,R04-M04,M,20,18-24,DE,secondary_residence,2019-08-15,2019-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000065,H000032,A002661,R07,R07-M03,M,33,25-39,DE,main_residence,2012-11-26,2022-05-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000066,H000032,A002661,R07,R07-M03,M,45,40-64,DE,main_residence,2015-07-07,2024-12-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000067,H000033,A011712,R10,R10-M03,M,33,25-39,DE,secondary_residence,2006-04-20,2017-06-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000068,H000033,A011712,R10,R10-M03,F,69,65-79,Non-EU,main_residence,2014-06-05,2018-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000069,H000034,A002755,R01,R01-M01,M,25,25-39,EU,secondary_residence,2025-12-10,2025-12-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000071,H000035,A006232,R03,R03-M02,M,13,6-17,DE,main_residence,2022-09-27,2022-09-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000073,H000035,A006232,R03,R03-M02,F,39,25-39,DE,main_residence,2019-07-17,2019-07-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000074,H000035,A006232,R03,R03-M02,F,21,18-24,EU,main_residence,2023-01-07,2023-01-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000075,H000036,A005904,R07,R07-M04,F,42,40-64,DE,main_residence,2009-10-19,2020-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000076,H000037,A012888,R12,R12-M03,F,43,40-64,DE,secondary_residence,2019-08-11,2019-08-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000077,H000037,A012888,R12,R12-M03,M,21,18-24,DE,main_residence,2010-09-26,2018-11-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000078,H000037,A012888,R12,R12-M03,F,1,0-5,DE,main_residence,2025-01-17,2025-03-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000079,H000037,A012888,R12,R12-M03,M,30,25-39,DE,main_residence,2022-09-23,2024-06-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000080,H000038,A008883,R04,R04-M01,F,52,40-64,DE,main_residence,2010-01-13,2020-01-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000081,H000038,A008883,R04,R04-M01,F,33,25-39,DE,main_residence,2019-09-07,2019-09-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000082,H000038,A008883,R04,R04-M01,M,36,25-39,Non-EU,main_residence,2013-10-04,2016-03-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000083,H000038,A008883,R04,R04-M01,M,89,80+,DE,main_residence,2016-04-14,2019-02-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000084,H000039,A014889,R03,R03-M02,F,25,25-39,DE,secondary_residence,2005-02-04,2021-12-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000085,H000039,A014889,R03,R03-M02,F,20,18-24,DE,NA,2018-12-26,2018-12-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
P000086,H000040,A002456,R07,R07-M02,M,42,40-64,EU,main_residence,2017-12-08,2018-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000087,H000040,A002456,R07,R07-M02,F,58,40-64,EU,main_residence,2011-11-12,2014-04-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000088,H000041,A003235,R01,R01-M03,M,38,25-39,DE,main_residence,2005-10-07,2023-02-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000089,H000041,A003235,R01,R01-M03,F,31,25-39,EU,main_residence,2023-06-27,2023-06-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000090,H000042,A017235,R09,R09-M04,M,11,6-17,Non-EU,main_residence,2012-05-12,2018-02-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000091,H000042,A017235,R09,R09-M04,F,0,0-5,Non-EU,main_residence,2006-09-15,2020-10-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000092,H000042,A017235,R09,R09-M04,M,29,25-39,EU,main_residence,2020-07-21,2020-07-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000093,H000043,A013964,R01,R01-M03,M,86,80+,DE,main_residence,2021-04-13,2021-04-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000094,H000044,A001532,R11,R11-M02,F,58,40-64,DE,secondary_residence,2025-03-24,2025-03-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000095,H000044,A001532,R11,R11-M02,M,66,65-79,DE,main_residence,2023-11-02,2025-11-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000096,H000045,A013592,R09,R09-M02,M,64,40-64,DE,secondary_residence,2023-09-16,2024-10-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000097,H000045,A013592,R09,R09-M02,M,77,65-79,DE,main_residence,2005-08-17,2018-07-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000098,H000046,A010188,R02,R02-M03,F,22,18-24,EU,main_residence,2022-09-29,2023-04-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000099,H000046,A010188,R02,R02-M03,F,71,65-79,DE,main_residence,2009-01-01,2013-03-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000100,H000047,A000673,R02,R02-M01,M,63,40-64,DE,main_residence,2011-10-11,2013-03-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000101,H000047,A000673,R02,R02-M01,M,59,40-64,DE,main_residence,2007-03-29,2018-12-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000102,H000048,A001531,R12,R12-M03,F,66,65-79,DE,main_residence,2007-10-01,2014-01-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000103,H000048,A001531,R12,R12-M03,F,54,40-64,Non-EU,main_residence,2007-05-11,2010-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000104,H000048,A001531,R12,R12-M03,F,51,40-64,DE,main_residence,2007-05-28,2010-12-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000105,H000049,A009085,R09,R09-M03,M,83,80+,DE,main_residence,2007-03-15,2011-09-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000106,H000050,A013983,R08,R08-M04,M,32,25-39,DE,main_residence,2020-06-18,2020-06-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000107,H000050,A013983,R08,R08-M04,F,79,65-79,DE,main_residence,2009-07-22,2024-08-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000108,H000050,A013983,R08,R08-M04,M,15,6-17,DE,main_residence,2009-01-07,2022-09-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000109,H000050,A013983,R08,R08-M04,F,52,40-64,DE,main_residence,2012-10-21,2014-06-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000110,H000051,A009036,R03,R03-M02,F,26,25-39,DE,main_residence,2011-06-24,2012-01-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000111,H000052,A011730,R02,R02-M01,F,50,40-64,DE,main_residence,2014-04-27,2014-07-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000112,H000052,A011730,R02,R02-M01,F,30,25-39,DE,main_residence,2025-05-20,2025-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000113,H000053,A002155,R04,R04-M02,M,3,0-5,EU,main_residence,2013-11-29,2025-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000114,H000053,A002155,R04,R04-M02,F,0,0-5,DE,main_residence,2009-01-06,2014-04-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000115,H000053,A002155,R04,R04-M02,F,20,18-24,DE,secondary_residence,2019-08-22,2024-11-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000116,H000054,A017202,R02,R02-M04,M,64,40-64,Non-EU,secondary_residence,2012-03-27,2024-08-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000117,H000055,A012903,R04,R04-M02,F,86,80+,EU,main_residence,2006-04-05,2022-05-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000118,H000055,A012903,R04,R04-M02,M,9,6-17,DE,main_residence,2014-05-10,2020-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000119,H000056,A011670,R09,R09-M01,F,31,25-39,DE,main_residence,2023-12-21,2023-12-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000120,H000056,A011670,R09,R09-M01,F,66,65-79,Non-EU,main_residence,2020-12-22,2021-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000121,H000057,A007708,R09,R09-M04,M,47,40-64,DE,main_residence,2009-08-07,2010-10-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000122,H000057,A007708,R09,R09-M04,M,5,0-5,DE,main_residence,2013-02-04,2020-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000123,H000057,A007708,R09,R09-M04,M,43,40-64,DE,main_residence,2007-02-07,2022-09-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000124,H000058,A011477,R02,R02-M01,F,27,25-39,DE,main_residence,2006-06-14,2011-04-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000125,H000059,A001573,R01,R01-M01,F,6,6-17,DE,main_residence,2024-07-15,2024-07-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000127,H000060,A012998,R09,R09-M01,M,49,40-64,EU,main_residence,2017-09-21,2017-09-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000128,H000060,A012998,R09,R09-M01,F,15,6-17,DE,main_residence,2016-05-14,2016-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000129,H000060,A012998,R09,R09-M01,M,52,40-64,DE,main_residence,2020-05-18,2020-05-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000130,H000061,A006787,R02,R02-M04,F,61,40-64,DE,main_residence,2022-10-05,2022-10-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000131,H000062,A004055,R02,R02-M02,M,8,6-17,DE,main_residence,2011-01-29,2019-03-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000132,H000062,A004055,R02,R02-M02,M,25,25-39,DE,main_residence,2016-10-17,2016-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000133,H000062,A004055,R02,R02-M02,M,37,25-39,DE,main_residence,2008-07-29,2016-09-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000134,H000063,A012197,R05,R05-M02,M,78,65-79,Non-EU,main_residence,2011-07-12,2013-03-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000135,H000064,A007086,R09,R09-M01,F,30,25-39,DE,main_residence,2019-06-09,2020-07-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000136,H000064,A007086,R09,R09-M01,M,14,6-17,Non-EU,main_residence,2015-01-20,2015-01-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000137,H000064,A007086,R09,R09-M01,M,43,40-64,DE,main_residence,2005-12-13,2011-02-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000138,H000064,A007086,R09,R09-M01,F,59,40-64,DE,main_residence,2012-02-27,2015-11-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000139,H000065,A006786,R03,R03-M02,F,32,25-39,Non-EU,NA,2014-09-05,2015-11-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
P000140,H000066,A009404,R03,R03-M01,M,37,25-39,DE,main_residence,2019-06-05,2019-06-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000141,H000067,A012795,R07,R07-M03,M,65,65-79,Non-EU,main_residence,2020-01-29,2022-09-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000142,H000067,A012795,R07,R07-M03,F,79,65-79,Non-EU,main_residence,2005-08-16,2014-04-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000143,H000068,A000995,R07,R07-M04,F,62,40-64,DE,main_residence,2006-11-26,2013-03-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000144,H000068,A000995,R07,R07-M04,M,61,40-64,DE,main_residence,2023-05-16,2023-05-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
